texts,kota,type_kos,area,fasilitas,harga_nomina
"Kos Andalan
 
	Putri
    
				Kost 22 Jl Lamongan Barat 6 Tipe B Gajah Mungkur Semarang
			  Gajahmungkur 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 750.000
						 
							/ bulan",semarang,Putri,Gajahmungkur,"['K. Mandi Dalam','Akses 24 Jam']",750000
"Campur
 
	Sisa 1 Kamar
   
				Kost Sampangan Tipe C Gajahmungkur Semarang
			  Gajahmungkur 
				WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",semarang,Campur,Gajahmungkur,"['WiFi ', ' Akses 24 Jam']",600000
"Putri
 
	Sisa 3 Kamar
   
				Kost Amanah Homestay Semarang Barat
			  Semarang Barat 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan",semarang,Putri,Semarang Barat,"['K. Mandi Dalam ', ' Akses 24 Jam']",600000
"Putri
 
	Sisa 2 Kamar
   
				Kost Sare 001 Manyaran Tipe B Semarang Barat
			  Semarang Barat 
				WiFi
			     
							Rp 1.250.000
						 
							/ bulan",semarang,Putri,Semarang Barat,['WiFi'],1250000
"Putri
 
	Sisa 2 Kamar
   
				Kost Kasih Gajahmungkur Semarang
			  Gajahmungkur 
				WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",semarang,Putri,Gajahmungkur,"['WiFi ', ' Akses 24 Jam']",450000
"Kos Andalan
 
	Campur
    
				Kost Griya Stonen Tipe B Gajahmungkur Semarang
			  Gajahmungkur 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan",semarang,Campur,Gajahmungkur,"['K. Mandi Dalam','Akses 24 Jam']",900000
"Kos Andalan
 
	Campur
    
				Kost Pantes Candisari Semarang
			  Candisari 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 3.499.000
						 
							/ bulan",semarang,Campur,Candisari,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",3499000
"Kos Andalan
 
	Campur
    
				Kost Rumah Berkat Tipe D  Pleburan Semarang
			  Semarang Selatan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.100.000
						 
							/ bulan",semarang,Campur,Semarang Selatan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1100000
"Kos Andalan
 
	Campur
    
				Kost Rumah Berkat Tipe A  Pleburan Semarang
			  Semarang Selatan 
				WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",semarang,Campur,Semarang Selatan,"['WiFi','Akses 24 Jam']",700000
"Kos Andalan
 
	Campur
    
				Kost Bunda Chris Tipe B Gajahmungkur Semarang
			  Gajahmungkur 
				Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",semarang,Campur,Gajahmungkur,['Akses 24 Jam'],1500000
"Kos Andalan
 
	Campur
    
				Kost Nabila Candisari Semarang
			  Semarang Selatan 
				WiFi · Akses 24 Jam
			     
							Rp 600.000
						 
							/ bulan
						  4.8",semarang,Campur,Semarang Selatan,"['WiFi','Akses 24 Jam']",600000
"Kos Andalan
 
	Campur
    
				Kost Bunda Chris Tipe A Gajahmungkur Semarang
			  Gajahmungkur 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 1.800.000
						 
							/ bulan",semarang,Campur,Gajahmungkur,"['K. Mandi Dalam','Akses 24 Jam']",1800000
"Kos Andalan
 
	Putri
    
				Kost Veteran 46 Tipe B gajahmungkur Semarang
			  Semarang Selatan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan",semarang,Putri,Semarang Selatan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",900000
"Kos Andalan
 
	Campur
    
				Kost DS CoLive Peterongan Semarang Selatan
			  Semarang Selatan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.000.000
						 
							/ bulan",semarang,Campur,Semarang Selatan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2000000
"Kos Andalan
 
	Campur
    
				Kost Rumah Berkat Tipe B Pleburan Semarang
			  Semarang Selatan 
				WiFi · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",semarang,Campur,Semarang Selatan,"['WiFi','Akses 24 Jam']",800000
"Kos Andalan
 
	Campur
    
				Kost Comfy Tipe B Semarang Tengah
			  Semarang Tengah 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.450.000
						 
							/ bulan",semarang,Campur,Semarang Tengah,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1450000
"Kos Andalan
 
	Putri
    
				Kost Astri Banyumanik Semarang
			  Banyumanik 
				
			     
							Rp 390.000
						 
							/ bulan",semarang,Putri,Banyumanik,[''],390000
"Campur
 
	Sisa 2 Kamar
   
				Kost Eksekutif Durian168 Tipe A Lt 2 Banyumanik Semarang
			  Banyumanik 
				
			     
							Rp 1.000.000
						 
							/ bulan",semarang,Campur,Banyumanik,[''],1000000
"Campur
 
	Sisa 1 Kamar
   
				Kost Eksekutif Durian Tipe A Lt 3 Banyumanik Semarang
			  Banyumanik 
				WiFi
			     
							Rp 1.000.000
						 
							/ bulan",semarang,Campur,Banyumanik,['WiFi'],1000000
"Putri
    
				Kost Kanaan Residence Deluxe Single Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi
			     
							Rp 1.900.000
						 
							/ bulan",semarang,Putri,Banyumanik,"['K. Mandi Dalam','WiFi']",1900000
"Kos Andalan
 
	Campur
    
				Kost Eksekutif Durian168  Tipe B  Lt 2 Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam
			     
							Rp 1.680.000
						 
							/ bulan",semarang,Campur,Banyumanik,['K. Mandi Dalam'],1680000
"Putri
 
	Sisa 2 Kamar
   
				Kost Rokum Han's Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 900.000
						 
							/ bulan",semarang,Putri,Banyumanik,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",900000
"Putri
 
	Sisa 1 Kamar
   
				Kost Durian Dalam III Tipe A Banyumanik Semarang
			  Banyumanik 
				WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",semarang,Putri,Banyumanik,"['WiFi ', ' Akses 24 Jam']",700000
"Campur
 
	Sisa 1 Kamar
   
				Kost Eksekutif Durian168  Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi
			     
							Rp 2.400.000
						 
							/ bulan",semarang,Campur,Banyumanik,"['K. Mandi Dalam ', ' WiFi']",2400000
"Putri
 
	Sisa 2 Kamar
   
				Paviliun Rokum Han's Tembalang Semarang
			  Tembalang 
				K. Mandi Dalam · WiFi
			     
							Rp 2.000.000
						 
							/ bulan",semarang,Putri,Tembalang,"['K. Mandi Dalam ', ' WiFi']",2000000
"Campur
 
	Sisa 1 Kamar
   
				Kost Senohome Tipe B Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",semarang,Campur,Banyumanik,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",800000
"Putra
 
	Sisa 3 Kamar
   
				Kost Eldano Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi
			     
							Rp 1.500.000
						 
							/ bulan",semarang,Putra,Banyumanik,"['K. Mandi Dalam ', ' WiFi']",1500000
"Campur
 
	Sisa 1 Kamar
   
				Kost Ando Tipe B Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",semarang,Campur,Banyumanik,"['K. Mandi Dalam ', ' Akses 24 Jam']",800000
"Kos Andalan
 
	Putri
    
				Kost Gladys 1 Tipe A Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi
			     
							Rp 1.300.000
						 
							/ bulan
						  4.6",semarang,Putri,Banyumanik,"['K. Mandi Dalam','WiFi']",1300000
"Campur
 
	Sisa 3 Kamar
   
				Kost Eksekutif Durian168 Tipe B Lt 3 Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam
			     
							Rp 1.680.000
						 
							/ bulan",semarang,Campur,Banyumanik,['K. Mandi Dalam'],1680000
"Kos Andalan
 
	Campur
    
				Kost Eksekutif Durian VIP Lt 3 Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi
			     
							Rp 2.000.000
						 
							/ bulan",semarang,Campur,Banyumanik,"['K. Mandi Dalam','WiFi']",2000000
"Putri
    
				Kost Gasinta Tembalang Semarang
			  Banyumanik 
				WiFi
			     
							Rp 480.000
						 
							/ bulan
						  5.0",semarang,Putri,Banyumanik,['WiFi'],480000
"Campur
 
	Sisa 1 Kamar
   
				Kost Ando Tipe A Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",semarang,Campur,Banyumanik,"['K. Mandi Dalam ', ' Akses 24 Jam']",700000
"Putri
 
	Sisa 3 Kamar
   
				Kost JR- KAV 19 Tipe A Banyumanik Semarang
			  Banyumanik 
				K. Mandi Dalam · WiFi
			     
							Rp 750.000
						 
							/ bulan
						  5.0",semarang,Putri,Banyumanik,"['K. Mandi Dalam ', ' WiFi']",750000
"Campur
    
				Kost Sekar In De Kost Tipe B Kariadi Semarang
			  Semarang Selatan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.400.000
						 
							/ bulan",semarang,Campur,Semarang Selatan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1400000
"Kos Andalan
 
	Campur
    
				Kost D'Hebron Tipe B UNIKA Banyumanik Semarang
			  Banyumanik 
				WiFi · Akses 24 Jam
			     
							Rp 715.000
						 
							/ bulan",semarang,Campur,Banyumanik,"['WiFi','Akses 24 Jam']",715000
"Kos Andalan
 
	Putri
    
				Kost Puspa 4 Gedung Batu Utara Semarang Barat
			  Semarang Barat 
				K. Mandi Dalam · WiFi
			     
							Rp 650.000
						 
							/ bulan",semarang,Putri,Semarang Barat,"['K. Mandi Dalam','WiFi']",650000
"Kos Andalan
 
	Campur
    
				Kost D'Hebron Tipe A UNIKA Banyumanik Semarang
			  Banyumanik 
				WiFi · Akses 24 Jam
			     
							Rp 1.025.000
						 
							/ bulan",semarang,Campur,Banyumanik,"['WiFi','Akses 24 Jam']",1025000
"Putra
 
	Sisa 2 Kamar
   
				Kost Pak Herry Tipe A Semarang Selatan
			  Semarang Selatan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 450.000
						 
							/ bulan",semarang,Putra,Semarang Selatan,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",450000
"Kos Andalan
 
	Campur
    
				Kost Penthouse Gajahmungkur Semarang
			  Gajahmungkur 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.400.000
						 
							/ bulan",semarang,Campur,Gajahmungkur,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1400000
"Campur
 
	Sisa 1 Kamar
   
				Kost Sekar In De Kost Tipe A Kariadi Semarang
			  Semarang Selatan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.200.000
						 
							/ bulan",semarang,Campur,Semarang Selatan,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",1200000
"Putri
    
				Kost Griya Rabbani Semarang Selatan
			  Semarang Selatan 
				K. Mandi Dalam · WiFi
			     
							Rp 1.400.000
						 
							/ bulan",semarang,Putri,Semarang Selatan,"['K. Mandi Dalam','WiFi']",1400000
"Campur
 
	Sisa 1 Kamar
   
				Kost Sekar In De Kost Tipe C Kariadi Semarang
			  Semarang Selatan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.400.000
						 
							/ bulan",semarang,Campur,Semarang Selatan,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",1400000
"Putri
 
	Sisa 3 Kamar
   
				Kost Veteran 46 Tipe C gajahmungkur Semarang
			  Gajahmungkur 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.500.000
						 
							/ bulan",semarang,Putri,Gajahmungkur,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",1500000
"Kos Andalan
 
	Campur
    
				Kost Chezz Akiko Gajahmungkur Semarang
			  Gajahmungkur 
				K. Mandi Dalam · WiFi
			     
							Rp 2.250.000
						 
							/ bulan",semarang,Campur,Gajahmungkur,"['K. Mandi Dalam','WiFi']",2250000
"Putra
    
				Kost Singgahsini 320 Gajahmungkur Semarang
			  Gajahmungkur 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.520.000
						 
							/ bulan
						  5.0",semarang,Putra,Gajahmungkur,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1520000
"Putra
 
	Sisa 3 Kamar
   
				Kost Irsha Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",semarang,Putra,Ngaliyan,"['K. Mandi Dalam ', ' Akses 24 Jam']",700000
"Kos Andalan
 
	Putra
    
				Kost Van Daroe Tipe C Ngaliyan Semarang
			  Ngaliyan 
				
			     
							Rp 600.000
						 
							/ bulan",semarang,Putra,Ngaliyan,[''],600000
"Kos Andalan
 
	Campur
    
				Kost Van Daroe Tipe B Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.500.000
						 
							/ bulan",semarang,Campur,Ngaliyan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2500000
"Putri
 
	Sisa 1 Kamar
   
				Kost Muslimah Qurratu Aini Tipe B Ngaliyan Semarang
			  Ngaliyan 
				WiFi · Akses 24 Jam
			     
							Rp 1.200.000
						 
							/ bulan",semarang,Putri,Ngaliyan,"['WiFi ', ' Akses 24 Jam']",1200000
"Putri
    
				Kost Putri Mughiroh Ngaliyan Semarang
			  Ngaliyan 
				WiFi · Akses 24 Jam
			     
							Rp 400.000
						 
							/ bulan",semarang,Putri,Ngaliyan,"['WiFi','Akses 24 Jam']",400000
"Campur
 
	Sisa 2 Kamar
   
				Kost Bougenville Ngaliyan Kota Semarang
			  Ngaliyan 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 800.000
						 
							/ bulan",semarang,Campur,Ngaliyan,"['K. Mandi Dalam ', ' Akses 24 Jam']",800000
"Putri
 
	Sisa 3 Kamar
   
				Kost Nafisah Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · WiFi
			     
							Rp 1.200.000
						 
							/ bulan",semarang,Putri,Ngaliyan,"['K. Mandi Dalam ', ' WiFi']",1200000
"Campur
 
	Sisa 1 Kamar
   
				Kost Mbak Tyas 2 Ngaliyan Semarang
			  Ngaliyan 
				Akses 24 Jam
			     
							Rp 375.000
						 
							/ bulan",semarang,Campur,Ngaliyan,['Akses 24 Jam'],375000
"Putri
 
	Sisa 3 Kamar
   
				Kost Attic Ngaliyan Semarang
			  Ngaliyan 
				WiFi
			     
							Rp 500.000
						 
							/ bulan",semarang,Putri,Ngaliyan,['WiFi'],500000
"Putri
    
				Kost Wisma Basae Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",semarang,Putri,Ngaliyan,"['K. Mandi Dalam','Akses 24 Jam']",700000
"Putri
    
				Kost Shafira BPI Ngaliyan Semarang
			  Ngaliyan 
				
			     
							Rp 700.000
						 
							/ bulan",semarang,Putri,Ngaliyan,[''],700000
"Putri
 
	Sisa 1 Kamar
   
				Kost Bunga Tambakaji Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",semarang,Putri,Ngaliyan,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",500000
"Putri
 
	Sisa 1 Kamar
   
				Kost Sasha Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 700.000
						 
							/ bulan",semarang,Putri,Ngaliyan,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",700000
"Putri
 
	Sisa 2 Kamar
   
				Kost Bebas Eksekutif Tipe A Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.100.000
						 
							/ bulan",semarang,Putri,Ngaliyan,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",1100000
"Putra
 
	Sisa 1 Kamar
   
				Kost Van Daroe Tipe B Ngaliyan Semarang
			  Ngaliyan 
				
			     
							Rp 550.000
						 
							/ bulan",semarang,Putra,Ngaliyan,[''],550000
"Campur
 
	Sisa 1 Kamar
   
				Kost Bono Tipe A Ngaliyan Semarang
			  Ngaliyan 
				Akses 24 Jam
			     
							Rp 400.000
						 
							/ bulan
						  5.0",semarang,Campur,Ngaliyan,['Akses 24 Jam'],400000
"Putra
 
	Sisa 2 Kamar
   
				Kost Ibu Eni Kliwonan Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · Akses 24 Jam
			     
							Rp 500.000
						 
							/ bulan",semarang,Putra,Ngaliyan,"['K. Mandi Dalam ', ' Akses 24 Jam']",500000
"Campur
    
				Kost Permata Eksekutif Ngaliyan Semarang
			  Ngaliyan 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.200.000
						 
							/ bulan",semarang,Campur,Ngaliyan,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1200000
"Putra
    
				Kost Pipit Ngaliyan Semarang
			  Ngaliyan 
				
			     
							Rp 350.000
						 
							/ bulan",semarang,Putra,Ngaliyan,[''],350000
"Kos Andalan
 
	Putra
    
				Kost Benhil 7 Tipe C Tanah Abang Jakarta Pusat GF
			  Tanah Abang 
				WiFi
			     
							Rp 1.650.000
						 
							/ bulan",jakarta,Putra,Tanah Abang,['WiFi'],1650000
"Campur
 
	Sisa 2 Kamar
   
				Kost Singgahsini MnV Co-Living Tipe A Bendungan Hilir Jakarta Pusat
			  Tanah Abang 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.120.000
						 
							/ bulan
						  4.8",jakarta,Campur,Tanah Abang,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",2120000
"Kos Andalan
 
	Campur
    
				Kost Bumi Benhil Tipe A Tanah Abang Jakarta Pusat GF 
			  Tanah Abang 
				K. Mandi Dalam · WiFi
			     
							Rp 3.000.000
						 
							/ bulan",jakarta,Campur,Tanah Abang,"['K. Mandi Dalam','WiFi']",3000000
"Campur
    
				Kost Singgahsini Dian Setiabudi Tipe A Jakarta Selatan
			  Setiabudi 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.320.000
						 
							/ bulan",jakarta,Campur,Setiabudi,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2320000
"Campur
    
				Kost Singgahsini Dian Setiabudi Tipe B Jakarta Selatan
			  Setiabudi 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.420.000
						 
							/ bulan",jakarta,Campur,Setiabudi,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2420000
"Kos Andalan
 
	Putra
    
				Kost Benhil 7 Tipe A Tanah Abang Jakarta Pusat GF 
			  Tanah Abang 
				WiFi
			     
							Rp 1.800.000
						 
							/ bulan",jakarta,Putra,Tanah Abang,['WiFi'],1800000
"Campur
    
				Kost Singgahsini Dian Setiabudi Tipe C Jakarta Selatan
			  Setiabudi 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.520.000
						 
							/ bulan",jakarta,Campur,Setiabudi,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2520000
"Campur
 
	Sisa 4 Kamar
   
				Kost Singgahsini MnV Co-Living Tipe B Bendungan Hilir Jakarta Pusat
			  Tanah Abang 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.220.000
						 
							/ bulan
						  4.1",jakarta,Campur,Tanah Abang,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",2220000
"Putri
    
				Kost Singgahsini Lontar Tipe A Setiabudi Jakarta Selatan
			  Setiabudi 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.320.000
						 
							/ bulan
						  4.1",jakarta,Putri,Setiabudi,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2320000
"Campur
    
				Kost Singgahsini Casa Palem Tipe A Bendungan Hilir Jakarta Pusat
			  Tanah Abang 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 1.920.000
						 
							/ bulan",jakarta,Campur,Tanah Abang,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",1920000
"Campur
    
				Kost Singgahsini Wisma KS23 Tipe A Setiabudi Jakarta Selatan
			  Setiabudi 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.320.000
						 
							/ bulan",jakarta,Campur,Setiabudi,"['K. Mandi Dalam','WiFi','Akses 24 Jam']",2320000
"Kos Andalan
 
	Campur
    
				Kost Soraya Tipe A Tebet Jakarta Selatan
			  Tebet 
				K. Mandi Dalam · WiFi
			     
							Rp 1.500.000
						 
							/ bulan",jakarta,Campur,Tebet,"['K. Mandi Dalam','WiFi']",1500000
"Kos Andalan
 
	Campur
    
				Kost Bumi Benhil Tipe B Tanah Abang Jakarta Pusat GF 
			  Tanah Abang 
				K. Mandi Dalam · WiFi
			     
							Rp 3.500.000
						 
							/ bulan",jakarta,Campur,Tanah Abang,"['K. Mandi Dalam','WiFi']",3500000
"Putri
 
	Sisa 2 Kamar
   
				Kost Singgahsini Lontar Tipe B Setiabudi Jakarta Selatan
			  Setiabudi 
				K. Mandi Dalam · WiFi · Akses 24 Jam
			     
							Rp 2.420.000
						 
							/ bulan
						  3.8",jakarta,Putri,Setiabudi,"['K. Mandi Dalam ', ' WiFi ', ' Akses 24 Jam']",2420000
"Kos Andalan
 
	Campur
    
				Kost Karet Sawah I Tipe C Setiabudi Jakarta Selatan
			  Setiabudi 
				K. Mandi Dalam · WiFi
			     
							Rp 2.400.000
						 
							/ bulan",jakarta,Campur,Setiabudi,"['K. Mandi Dalam','WiFi']",2400000
"Kos Andalan
 
	Campur
    
				Kost Soraya Tipe B Tebet Jakarta Selatan
			  Tebet 
				K. Mandi Dalam · WiFi
			     
							Rp 1.900.000
						 
							/ bulan
						  1.5",jakarta,Campur,Tebet,"['K. Mandi Dalam','WiFi']",1900000
